"cnumber","pname","van0","title","fips","county","city","tn","date","month","year","state"
"fsa1998003517/PP","Lee","Social and Personal Activity","At the Imperial County Fair, California",6025,"Imperial","","thumb/0320/0324/8a31142_150px.jpg","1942-03","03",1942,"California"
"fsa1998003518/PP","Lee","Social and Personal Activity","At the Imperial County Fair, California",6025,"Imperial","","thumb/0320/0324/8a31143_150px.jpg","1942-03","03",1942,"California"
"fsa1998003520/PP","Lee","People As Such","El Centro (vicinity), California. Young people at the Imperial County Fair",6025,"Imperial","El Centro","thumb/0320/0324/8a31145_150px.jpg","1942-03","03",1942,"California"
"fsa1998003523/PP","Lee","Social and Personal Activity","El Centro (vicinity), California. Young people at the Imperial County Fair",6025,"Imperial","El Centro","thumb/0320/0324/8a31148_150px.jpg","1942-03","03",1942,"California"
"fsa1998003524/PP","Lee","War","Los Angeles, California. The evacuation of the Japanese-Americans from West Coas",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31149_150px.jpg","1942-04","04",1942,"California"
"fsa1998003525/PP","Lee","War","Los Angeles, California. The evacuation of the Japanese-Americans from West Coas",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31150_150px.jpg","1942-04","04",1942,"California"
"fsa1998003526/PP","Lee","War","Los Angeles, California. The evacuation of the Japanese-Americans from West Coas",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31151_150px.jpg","1942-04","04",1942,"California"
"fsa1998003527/PP","Lee","War","Los Angeles, California. The evacuation of the Japanese-Americans from West Coas",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31152_150px.jpg","1942-04","04",1942,"California"
"fsa1998003528/PP","Lee","People As Such","Los Angeles, California. The evacuation of the Japanese-Americans from West Coas",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31153_150px.jpg","1942-04","04",1942,"California"
"fsa1998003530/PP","Lee","War","Los Angeles, California. The evacuation of the Japanese-Americans from West Coas",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31155_150px.jpg","1942-04","04",1942,"California"
"fsa1998003531/PP","Lee","War","Los Angeles, California. The evacuation of the Japanese-Americans from West Coas",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31156_150px.jpg","1942-04","04",1942,"California"
"fsa1998003532/PP","Lee","War","Los Angeles, California. The evacuation of the Japanese-Americans from West Coas",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31157_150px.jpg","1942-04","04",1942,"California"
"fsa1998003534/PP","Lee","War","Los Angeles, California. The evacuation of the Japanese-Americans from West Coas",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31159_150px.jpg","1942-04","04",1942,"California"
"fsa1998003535/PP","Lee","War","Los Angeles, California. The evacuation of the Japanese-Americans from West Coas",6037,"Los Angeles","Los Angeles","thumb/0320/0324/3c29128_150px.jpg","1942-04","04",1942,"California"
"fsa1998003536/PP","Lee","War","Los Angeles, California. The evacuation of the Japanese-Americans from West Coas",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31161_150px.jpg","1942-04","04",1942,"California"
"fsa1998003537/PP","Lee","People As Such","Los Angeles, California. The evacuation of the Japanese-Americans from West Coas",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31162_150px.jpg","1942-04","04",1942,"California"
"fsa1998003538/PP","Lee","War","Los Angeles, California. The evacuation of the Japanese-Americans from West Coas",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31163_150px.jpg","1942-04","04",1942,"California"
"fsa1998003539/PP","Lee","War","Los Angeles, California. The evacuation of the Japanese-Americans from West Coas",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31164_150px.jpg","1942-04","04",1942,"California"
"fsa1998003540/PP","Lee","War","Los Angeles, California. The evacuation of the Japanese-Americans from West Coas",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31165_150px.jpg","1942-04","04",1942,"California"
"fsa1998003541/PP","Lee","War","Los Angeles, California. The evacuation of the Japanese-Americans from West Coas",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31166_150px.jpg","1942-04","04",1942,"California"
"fsa1998003543/PP","Lee","War","Los Angeles, California. The evacuation of the Japanese-Americans from West Coas",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31168_150px.jpg","1942-04","04",1942,"California"
"fsa1998003544/PP","Lee","War","Los Angeles, California. The evacuation of the Japanese-Americans from West Coas",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31169_150px.jpg","1942-04","04",1942,"California"
"fsa1998003545/PP","Lee","War","Los Angeles, California. Japanese-American evacuation from West Coast areas unde",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31170_150px.jpg","1942-04","04",1942,"California"
"fsa1998003547/PP","Lee","War","Los Angeles, California. Japanese-American evacuation from West Coast areas unde",6037,"Los Angeles","Los Angeles","thumb/0320/0324/3c29125_150px.jpg","1942-04","04",1942,"California"
"fsa1998003548/PP","Lee","People As Such","Los Angeles, California. Japanese-American evacuation from West Coast areas unde",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31173_150px.jpg","1942-04","04",1942,"California"
"fsa1998003549/PP","Lee","War","Los Angeles, California. Japanese-American evacuation from West Coast areas unde",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31174_150px.jpg","1942-04","04",1942,"California"
"fsa1998003550/PP","Lee","War","Los Angeles, California. Japanese-American evacuation from West Coast areas unde",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31175_150px.jpg","1942-04","04",1942,"California"
"fsa1998003551/PP","Lee","War","Los Angeles, California. Japanese-American evacuation from West Coast areas unde",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31176_150px.jpg","1942-04","04",1942,"California"
"fsa1998003552/PP","Lee","War","Los Angeles, California. Japanese-American evacuation from West Coast areas unde",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31177_150px.jpg","1942-04","04",1942,"California"
"fsa1998003553/PP","Lee","War","Los Angeles, California. Japanese-American evacuation from West Coast areas unde",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31178_150px.jpg","1942-04","04",1942,"California"
"fsa1998003554/PP","Lee","War","Los Angeles, California. Japanese-American evacuation from West Coast areas unde",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31179_150px.jpg","1942-04","04",1942,"California"
"fsa1998003555/PP","Lee","War","Los Angeles, California. Japanese-American evacuation from West Coast areas unde",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31180_150px.jpg","1942-04","04",1942,"California"
"fsa1998003556/PP","Lee","War","Los Angeles, California. Japanese-American evacuation from West Coast areas unde",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31181_150px.jpg","1942-04","04",1942,"California"
"fsa1998003557/PP","Lee","War","Los Angeles, California. Japanese-American evacuation from West Coast areas unde",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31182_150px.jpg","1942-04","04",1942,"California"
"fsa1998003558/PP","Lee","War","Los Angeles, California. Japanese-American evacuation from West Coast areas unde",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31183_150px.jpg","1942-04","04",1942,"California"
"fsa1998003559/PP","Lee","Itellectual and Creative Activity","Los Angeles, California. Japanese-American evacuation from West Coast areas unde",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31184_150px.jpg","1942-04","04",1942,"California"
"fsa1998003562/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West Coast ar",6037,"Los Angeles","Los Angeles","thumb/0320/0324/3c29123_150px.jpg","1942-04","04",1942,"California"
"fsa1998003563/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West Coast ar",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31188_150px.jpg","1942-04","04",1942,"California"
"fsa1998003564/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West Coast ar",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31189_150px.jpg","1942-04","04",1942,"California"
"fsa1998003565/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West Coast ar",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31190_150px.jpg","1942-04","04",1942,"California"
"fsa1998003566/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West Coast ar",6037,"Los Angeles","Los Angeles","thumb/0320/0324/8a31191_150px.jpg","1942-04","04",1942,"California"
"fsa1998003567/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West Coast ar",6037,"Los Angeles","Los Angeles","thumb/0320/0325/3c29124_150px.jpg","1942-04","04",1942,"California"
"fsa1998003568/PP","Lee","People As Such","Los Angeles, California. The evacuation of Japanese-Americans from West Coast ar",6037,"Los Angeles","Los Angeles","thumb/0320/0325/3c29841_150px.jpg","1942-04","04",1942,"California"
"fsa1998003569/PP","Lee","People As Such","Los Angeles, California. The evacuation of Japanese-Americans from West Coast ar",6037,"Los Angeles","Los Angeles","thumb/0320/0325/8a31194_150px.jpg","1942-04","04",1942,"California"
"fsa1998003570/PP","Lee","People As Such","Los Angeles, California. The evacuation of Japanese-Americans from West Coast ar",6037,"Los Angeles","Los Angeles","thumb/0320/0325/8a31195_150px.jpg","1942-04","04",1942,"California"
"fsa1998003571/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West Coast ar",6037,"Los Angeles","Los Angeles","thumb/0320/0325/3c29127_150px.jpg","1942-04","04",1942,"California"
"fsa1998003572/PP","Lee","People As Such","Los Angeles, California. Japanese-American child who is being evacuated with his",6037,"Los Angeles","Los Angeles","thumb/0320/0325/8a31197_150px.jpg","1942-04","04",1942,"California"
"fsa1998003573/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West Coast ar",6037,"Los Angeles","Los Angeles","thumb/0320/0325/8a31198_150px.jpg","1942-04","04",1942,"California"
"fsa1998003576/PP","Lee","Work","Los Angeles County, California. Grocery store at Beverly Glen",6037,"Los Angeles","","thumb/0320/0325/8a31202_150px.jpg","1942-04","04",1942,"California"
"fsa1998003577/PP","Lee","War","Santa Anita reception center, Los Angeles County, California. Baggage of Japanes",6037,"Los Angeles","","thumb/0320/0325/8a31203_150px.jpg","1942-04","04",1942,"California"
"fsa1998003578/PP","Lee","War","Santa Anita reception center, Los Angeles, California. The evacuation of Japanes",6037,"Los Angeles","Los Angeles","thumb/0320/0325/8a31204_150px.jpg","1942-04","04",1942,"California"
"fsa1998003579/PP","Lee","War","Santa Anita reception center, Los Angeles, California. The evacuation of Japanes",6037,"Los Angeles","Los Angeles","thumb/0320/0325/8a31205_150px.jpg","1942-04","04",1942,"California"
"fsa1998003582/PP","Lee","War","Santa Anita reception center, Los Angeles, California. The evacuation of Japanes",6037,"Los Angeles","","thumb/0320/0325/8a31208_150px.jpg","1942-04","04",1942,"California"
"fsa1998003583/PP","Lee","War","Santa Anita reception center, Los Angeles, California. The evacuation of Japanes",6037,"Los Angeles","","thumb/0320/0325/3c29122_150px.jpg","1942-04","04",1942,"California"
"fsa1998003584/PP","Lee","War","Santa Anita reception center, Los Angeles, California. The evacuation of Japanes",6037,"Los Angeles","Los Angeles","thumb/0320/0325/8a31210_150px.jpg","1942-04","04",1942,"California"
"fsa1998003585/PP","Lee","War","Santa Anita reception center, Los Angeles, California. The evacuation of Japanes",6037,"Los Angeles","","thumb/0320/0325/8a31211_150px.jpg","1942-04","04",1942,"California"
"fsa1998003586/PP","Lee","War","Santa Anita reception center, Los Angeles, California. The evacuation of Japanes",6037,"Los Angeles","","thumb/0320/0325/8a31212_150px.jpg","1942-04","04",1942,"California"
"fsa1998003684/PP","Lange","Transportation","Radiator and license of Oklahoma cotton picker&#39;s car. San Joaquin Valley, ne",6019,"Fresno","Fresno","thumb/0320/0326/8a31311_150px.jpg","1936-11",11,1936,"California"
"fsa1998003685/PP","Lange","People As Such","Recreational facilities for the children, Kern migrant camp, California",6029,"Kern","","thumb/0320/0326/8a31312_150px.jpg","1936-11",11,1936,"California"
"fsa1998003687/PP","Lange","Work","Community barber shop in Kern County migrant camp, California",6029,"Kern","","thumb/0320/0326/8a31314_150px.jpg","1936-11",11,1936,"California"
"fsa1998017772/PP","Lange","People As Such","Imperial Valley, California, Mexican. He tells his story: he helped drive the Fr",6025,"Imperial Valley","","thumb/0460/0465/8c51646_150px.jpg","1935-03","03",1935,"California"
"fsa1998017773/PP","Lange","Organized Society","Men at work under SERA (State Emergency Relief Administration). Outskirts of Los",6037,"Los Angeles","Los Angeles","thumb/0460/0465/8c51647_150px.jpg","1935-03","03",1935,"California"
"fsa1998017776/PP","Lange","People As Such","Truck driver&#39;s family. Imperial Valley, California",6025,"Imperial Valley","","thumb/0460/0465/8c51648_150px.jpg","1935-06","06",1935,"California"
"fsa1998017869/PP","Lange","People As Such","Once a prosperous Texas farmer, near Bakersfield, California, now come to Califo",6029,"Kern","Bakersfield","thumb/0460/0466/8b26855_150px.jpg","1935-11",11,1935,"California"
"fsa1998017870/PP","Lange","Transportation","Roadside camp near Bakersfield, California. &quot;Come to California.&quot; The ",6029,"Kern","Bakersfield","thumb/0460/0466/8b26856_150px.jpg","1935-11",11,1935,"California"
"fsa1998017871/PP","Lange","People As Such","Squatters along highway near Bakersfield, California. Penniless refugees from du",6029,"Kern","Bakersfield","thumb/0460/0466/8b26857_150px.jpg","1935-11",11,1935,"California"
"fsa1998017872/PP","Lange","People As Such","On location of Resettlement Administration film near Bakersfield, California. Th",6029,"Kern","Bakersfield","thumb/0460/0466/8b26858_150px.jpg","1935-11",11,1935,"California"
"fsa1998017873/PP","Lange","People As Such","Along the highway near Bakersfield, California. Dust bowl refugees",6029,"Kern","Bakersfield","thumb/0460/0466/8b26859_150px.jpg","1935-11",11,1935,"California"
"fsa1998018169/PP","Lange","People As Such","Mexican field worker, father of six. Imperial Valley, Riverside County, Californ",6065,"Riverside","Imperial Valley","thumb/0460/0469/8e03188_150px.jpg","1935-03","03",1935,"California"
"fsa1998018176/PP","Lange","People As Such","Imperial Valley, California. Old Mexican laborer saying &quot;I have worked all ",6025,"Imperial Valley","","thumb/0460/0469/8b38191_150px.jpg","1935-06","06",1935,"California"
"fsa1998018177/PP","Lange","Homes and Living Conditions","Drinking water for field worker&#39;s family. Imperial Valley, California, near ",6025,"Imperial","El Centro","thumb/0460/0469/8b13681_150px.jpg","1935-03","03",1935,"California"
"fsa1998018178/PP","Lange","People As Such","Off for the melon fields (Mexican labor). Imperial Valley, California",6025,"Imperial Valley","","thumb/0460/0469/8b27001_150px.jpg","1935-06","06",1935,"California"
